"name"	"abstract"
"郭奕 (頴川)"	"郭 奕（かくえき、生没年不詳）は、中国三国時代の政治家。魏の重臣。字は伯益。父は郭嘉。子は郭深・郭敞。孫は郭猟。父ほどではないが物事の理解が早く、知識も豊富であったと言われている。ただし、郭奕と親交のあった王昶が、子や兄の子に残した訓戒によると「好きな人は山を仰ぎ見るように徹底して尊敬するが、嫌いな人は草を見下すように徹底して軽んじる」という度量の狭さもあったという。王昶は、郭奕の態度を取ってはいけない例として挙げている。父同様に若死にしたという。小説『三国志演義』では父の死後、その死を大いに悲しんだ曹操が当時幼かった郭奕を引き取って養育した、という場面でしか出てこない。"
"雍茂"	"雍 茂（よう ぼう／よう も、生没年不詳）は、中国後漢末期の人物。劉備から主簿に任じられた。劉備が曹丕の帝位簒奪を受け即位しようとした時、劉巴と共に劉備に対して、即位するのは時期尚早だと諫言した。しかし劉備は、雍茂を他の事を理由に処刑された（『三国志』蜀書劉巴伝注引『零陵先賢伝』）。"
"馬元義"	"馬 元義（ば げんぎ、? - 184年）は、中国後漢末期の人物。黄巾党の武将。張角の腹心。184年（光和7年・中平元年）、張角は打倒漢王朝の挙兵をするため、同年春3月5日に洛陽を襲撃する準備を整えていた。馬元義は朝廷の宦官を抱き込み、密謀を図るため洛陽に潜伏していたという。しかしその前日、彼の部下であった唐周が皇帝直属の宦官に密告したため、計画が暴露されてしまった。馬元義らは直ちに逮捕され、翌日に市場で車裂きの刑という極刑を受け、無惨な最期を遂げた。このため張角は腹心の惨死を聞いて憤激し、張曼成・波才らと連携して日を選ばずに大規模な反乱を起こした。これにより朱儁・皇甫嵩・曹操・孫堅ら朝廷軍が、討伐に向かうこととなった。"
"馬玩"	"馬 玩（ば がん、生没年不明）は、中国後漢末期の豪族。『三国志』蜀書馬超伝注に引用された典略において、211年に曹操へ反乱を起こした馬超・韓遂・成宜ら九名と共に、関中軍閥の一人として記載されている。それ以外の事績は不明である。なお、馬超とは「馬」姓で同姓だが、親族という記述も無い。小説『三国志演義』では、韓遂の部下として長安攻略で活躍する。その後、曹操の計略により馬超と韓遂が仲違いすると、韓遂に従い馬超抹殺の謀議をめぐらすが、陣を強襲してきた馬超により真っ先に斬られている。"
"伍習"	"伍 習（ご しゅう、生没年不詳）は、中国後漢末期の人物。後漢書・三国志魏書董卓伝に付伝された郭汜伝に記述がある。五習とも。郭汜配下。長安から脱出した献帝を郭汜の命令で攻撃し、宿所を焼き討ちしようとするが、楊奉・楊定等に阻止された。後に郭汜が没落すると、裏切りを謀り郭汜を殺害した。その後の動向は不明である。"
"孫英"	"孫 英（そん えい、? - 254年）は、中国三国時代の呉の皇族の一人。祖父は孫権。父は孫登。兄弟の名は不明。『三国志』呉志に記述がある。三人の兄弟の内、次男の孫英以外は早くに亡くなっていたため、孫英が呉侯に封じられた。254年秋、孫英は孫峻の暗殺を企てたが、発覚したため自殺した。その後、封国を除かれた（「三嗣主伝」「呉主五子伝」）。「呉主五子伝」が引く『呉歴』によると、かつて孫峻が元皇太子の孫和（南陽王）を、無実の罪で自害に追い込んでおり、このことに憤激していた前司馬の桓慮達が立てた孫峻殺害計画に巻き込まれ、何も知らなかったにも関わらず自殺に追い込まれたとある。"
"張著"	"張 著（ちょうちょ、生没年不詳）は、中国後漢末期の人物。219年、漢中攻略戦に黄忠配下として出陣した。黄忠軍が曹操の大軍に押され、危うかったところを援軍の趙雲に救われて、九死に一生を得た。"
"李勝"	"李 勝（り しょう、? - 249年）は、中国三国時代の政治家。魏に仕えた。字は公昭。荊州南陽の人。李休の子。『三国志』では魏書の「諸夏侯曹伝」の本文やそれに引かれた『魏略』、さらに「傅嘏伝」の注に引用された『傅子』に記録がある。"
"胡烈"	"胡 烈（こ れつ、? - 270年）は、中国三国時代から西晋にかけての武将。魏・西晋に仕えた。字は玄武。雍州安定郡の人。父は胡遵。兄は胡広・胡奮。弟は胡岐。子は胡淵。"
"董衡"	"董 衡（とう こう、? - 219年）は、中国後漢末期の武将。「龐徳伝」には「将軍」と記されている。劉備軍の関羽が大軍を率いて、曹操軍の曹仁を樊城において包囲した時（樊城の戦い）、救援するため派遣された将の一人である龐徳の指揮下にあった。関羽が水攻めを決行すると、城外に駐屯していた龐徳と諸将達は水を避けるために平地から堤に逃れたが、関羽はその上から矢を浴びせかけた。劣勢の状況下、董衡は部隊長である董超達と共に降伏しようとしたため、龐徳に殺害された。小説『三国志演義』では、龐徳と共に出陣した于禁に、龐徳が新参であることと、旧主馬超や兄の龐柔が蜀に仕えていることを挙げて、信用しないよう讒言している。最期はほぼ正史と同様であるが、龐徳にも降伏を勧めたため怒りを買って斬られたことになっている。"
"董超"	"董 超（とう ちょう）は、中国後漢末期の武将。龐徳配下（龐徳伝によると「部隊長」）。劉備軍の関羽と曹操軍の曹仁らの戦いにおいて、曹仁の救援に派遣された龐徳に従軍した。関羽の水攻めに遭い形勢不利になり、同じく龐徳の指揮下（龐徳伝によると「将軍」）の董衡達と共に降伏を謀ったが、龐徳により全員が殺害された。（219年没）小説『水滸伝』『平妖伝』に登場する獄卒。囚人護送の途中に殺害を試み、失敗するキャラクターとして、薛覇（せつは）とコンビを組んで登場する。"
"費耀"	"費 耀（ひ よう、生没年不詳）は、中国三国時代の魏の武将。正史では費 曜（または費 瑶）。"
"劉義遜"	"劉 義遜（りゅう ぎそん、生没年不詳）は、中国の後漢時代末期の政治家。「義遜」は名か字かは不詳である。"
"国淵"	"国 淵（こく えん、生没年不詳）は、中国後漢時代末期の政治家。字は子尼。青州楽安国蓋県の人。子は国泰。"
"孫奐"	"孫 奐（そん かん、195年 - 234年）は中国三国時代の武将。呉の宗室の一人。字は季明（きめい）。父は孫静。兄は孫暠・孫瑜・孫皎。弟は孫謙。子は孫承・孫壱・孫封・滕胤妻・呂拠妻。"
"孫軽"	"孫 軽（そん けい、生没年不詳）は、中国の後漢時代末期の武将。"
"宋果"	"宋 果（そう か、生没年不詳）は、中国後漢時代末期の武将。"
"左丞祖"	"左 丞祖（さ じょうそ、? ~ 192年）は、中国後漢時代末期の政治家。名の表記については、盧弼の『三国志集解』注によれば諸説ある（「左承祖」あるいは「左丞〔官名〕黄祖〔劉表配下とは別人〕」ではないかとの説がある）。多数説（ちくま学芸文庫和訳もこれをとっている）は「左丞祖〔姓が左〕」であるため、本記事はこれをとる。この場合でも、「丞祖」は名か字かという問題が残るが、不詳である。"
"張尚"	"張 尚（ちょうしょう、生没年不詳）は、中国三国時代の呉の人物。祖父は張紘。父は張玄。孫晧の時代に侍郎となり、抜擢されて侍中・中書令となった。孫晧に琴を演奏するよう言われたため辞退したところ、勅命で習わされた。その後も何度か孫晧の勘気に触れる発言をしたため、獄につながれた。岑昏らが寛大な処分を願ったために死罪は免れたが、建安郡に移住させられて船作りの労役を課せられ、後に誅殺されたという。"
"張粛"	"張 粛（ちょう しゅく、生没年不詳）は、中国後漢末期の人物。弟は張松。子は張表（あるいは甥）。字は君矯。益州蜀郡の出身。『華陽国志』による。『三国志』「蜀書」先主伝によると、威儀があり容貌は偉大だったという。劉璋の下で広漢太守を務めていたが、弟が法正らと共に劉備を益州に迎えようと画策していることを知り、自身にも責任が及ぶことを恐れ劉璋に密告した。結果、弟とその妻子は処刑されてしまった。"
"攴胡赤児"	"攴胡赤児（ほくこせきじ、生没年不詳）は、中国後漢時代末期の人物。陳寿『三国志』の原文では、「友胡赤児」となっているが、これは誤りである。ただ、盧弼『三国志集解』注によると「支胡赤児」との説もある。本記事では多数説に倣い、「攴胡赤児」とする（今鷹真・井波律子によるちくま学芸文庫和訳もこれを採用している）。"
"李利"	"李 利（り り、生没年不詳）は、中国の後漢時代末期の武将。涼州北地郡の人。董卓の部将李傕の甥（兄の子）。同じく李傕の兄の子の李暹との親族関係は不明で、兄弟とも従兄弟とも考えられる。"
"李歴"	"李 歴（り れき、生没年不詳）は、中国の後漢時代末期の政治家。"
"楊任"	"楊 任（よう じん、? - 215年）は、中国後漢時代末期の武将。"
"楊弘 (後漢)"	"楊 弘（よう こう、生没年不詳）は、中国後漢時代末期の政治家。"
"武周 (三国)"	"武 周（ぶ しゅう、生没年不詳）は、中国後漢末期から三国時代の政治家。魏に仕えた。字は伯南。豫州沛国竹邑県の人。子は武陔（字は元夏）・武韶（字は叔夏）・武茂（字は季夏）。孫は武輔。『三国志』魏志の「胡質伝」が引く『晋書』（著者は虞預）などに記述がある。"
"殷礼"	"殷 礼（いん れい、生没年不詳）は、中国後漢末期から三国時代の呉にかけて活躍した人物。揚州呉郡雲陽県（曲阿）の出身。字は徳嗣。子は殷基。孫は殷巨・殷祐。三国志の注に引く『通語』に略伝が載せられている。"
"沮俊"	"沮 俊（そ しゅん、171年 - 195年）は、中国後漢時代末期の武将。『後漢書』にしか記述がないが、献帝に仕えた若き側近である。同姓で袁紹配下の沮授との関係は不明。興平2年（195年）には射声校尉の地位に在り、長安を離れて洛陽に向かう献帝に随従していた。しかし弘農郡東澗で、献帝を追う李傕・郭汜の軍と献帝を護衛する董承・楊奉らの軍との戦いが起こり、董承らが敗北した。董承側に加わっていた沮俊は、戦闘中に負傷して落馬してしまった。瀕死の沮俊の姿を見た李傕が「その傷でも、まだ生きておったのか」と沮俊を嘲笑ったが、沮俊は果敢にも「おまえほどの乱臣賊子は、過去に1人もおらぬ」と罵り返した。怒った李傕は沮俊をその場で殺害してしまった。まだ25歳の若さであった。建安元年（196年）8月、洛陽に辿り着いた後の献帝は沮俊の忠義に報いるため、弘農太守の地位を追贈した。小説『三国志演義』には登場しない。"
"涼茂"	"涼 茂（りょう も／りょう ぼう、生没年不詳）は、中国の後漢時代末期、曹操に仕えた政治家。字は伯方。兗州山陽郡昌邑県の人。"
"程奐"	"程 奐（てい かん、生没年不詳）は、中国後漢時代末期の武将。"
"繆尚"	"繆 尚（りゅう しょう、生没年不詳）は、中国の後漢時代末期の武将、政治家。『文選』所収の陳琳「檄呉将校部曲文」では「樛尚」とする。李善の注には「樛音留」とあり、これに従えば名前は「りゅうしょう」という読みになる。"
"耿武"	"耿 武（こう ぶ、? - 191年）は、中国後漢時代末期の政治家。字は文威。"
"舒邵"	"舒 邵（じょ しょう、生没年不詳）は、中国後漢時代末期の政治家。兗州陳留郡の人。字は『三国志』呉書孫賁伝によれば仲膺、『後漢書』袁術伝によれば仲応。兄は舒伯膺（名は不明）。子は舒燮。"
"蒋奇"	"蒋 奇（しょう き、生没年不詳）は、中国の後漢時代末期の武将。字は義渠。"
"蘇由"	"蘇 由（そ ゆう、生没年不詳）は、中国後漢時代末期の武将。"
"趙浮"	"趙 浮（ちょう ふ、生没年不詳）は、中国後漢時代末期の武将。"
"閔純"	"閔 純（びん じゅん、? - 191年）は、中国後漢時代末期の政治家。字は伯典。"
"閻象"	"閻 象（えん しょう、生没年不詳）は、中国後漢時代末期の政治家。"
"陳就"	"陳 就（ちん しゅう、? - 208年）は、中国後漢時代末期の武将。"
"陳紀 (九江太守)"	"陳 紀（ちん き、生没年不詳）は、中国後漢時代末期の武将。揚州丹陽郡の人。"
"雷緒"	"雷 緒（らい しょ、生没年不詳）は、中国後漢時代末期の部将。揚州廬江郡の人。袁術の部将雷薄と同一人物の可能性もあるが、活動時期が異なる点などを踏まえ、別人として本記事を作成する。なお、雷薄とは血縁関係にある可能性もある。"
"馬延"	"馬 延（ば えん、生没年不詳）は、中国後漢時代末期の武将。"
"高祚"	"高 祚（こう そ、生没年不詳）は、中国後漢時代末期の武将。"
"仲長統"	"仲長 統（ちゅうちょう とう、181年-220年）は、中国後漢末期の人物。字は公理。兗州山陽郡高平県の出身。"
"卑衍"	"卑 衍（ひ えん、生没年不明）は、中国三国時代の武将。公孫淵配下の将で、公孫淵討伐に進軍してきた司馬懿と戦うが、夏侯覇に討ち取られた。"
"司馬芝"	"司馬 芝（しば し、生没年不詳）は、中国後漢末期から三国時代の政治家。字は子華。河内郡温県の人。妻は董昭の姪。子は司馬岐。孫は司馬肇。司馬氏の一族。司馬朗の族兄で、司馬朗に比べると無名な存在であったが、楊俊だけは司馬芝を評価していた。戦乱を避け、母を連れて荊州へ避難していた。曹操が荊州を平定するとそれに仕え、県長に取り立てられ、のちに広平県令に転じるも、法を厳格に適用し、曹操の側近で傲慢であった劉勲のような強者に阿ることなく、弱者を救済する公明正大な政治を行なったため信頼を得た。大理正や郡太守を数回経て、黄初年間に河南尹になった。法を論じ、董昭や曹洪の縁者が不正に関わった際も厳粛に処断をした。後に大司農まで昇った。農業政策の重要さを曹叡（明帝）に説き、信頼を得た。その後、在官のまま死去した。子が爵位を継いだ。河南尹としての名声は、晋の時代まで語り継がれるほどであった。"
"孫資"	"孫 資（そん し、? - 251年）は、三国時代魏の人。字は彦龍。太原郡の人。"
"曹詢"	"曹 詢（そうじゅん、231年 - 244年）は、中国三国時代の人物。魏の皇族。一般的には「秦王」と記載されている。兄弟は曹芳（斉王）。"
"服虔"	"服 虔（ふく けん、生没年不詳）は、中国後漢末期の人。字は子慎。河南郡滎陽県の出身。『春秋左氏伝』・『漢書』の注釈で有名な大儒。"
"辛憲英"	"辛 憲英（しん けんえい、191年 - 269年）は、三国時代の人物。女性。魏の政治家である辛毗の娘で辛敞の姉、羊耽の妻、羊琇の母、羊祜の叔母。『三国志』辛毗伝裴松之注釈にある外孫夏侯湛が著作した伝記と『晋書』「列女伝」に記録がある。"
"傅玄"	"傅 玄（ふ げん、217年 - 278年）は、中国三国時代から晋にかけての人物。魏・西晋の政治家・文学者・学者。字は休奕。雍州北地郡泥陽県（現陝西省）の出身。祖父は傅燮。父は傅幹。子は傅咸。"
"呂壱"	"呂 壱（りょ いつ、？ - 238年？）は、中国三国時代の呉の臣。"
"和洽"	"和 洽（か こう、生没年不詳）は、中国後漢末期から三国時代の魏にかけての人物。字は陽士。豫州汝南郡西平県の出身。子は和リ・和逌。孫は和嶠・和都。『三国志』魏志に伝がある。孝廉で推挙され、大将軍から招聘を受けたが応じなかった。袁紹が冀州に拠り強盛となっていたが、和洽は戦乱を避けて荊州の劉表の元に身を寄せた。劉表が礼を持って和洽を遇したが、和洽は劉表を暗愚と判断したため、南に下り武陵に居住した。曹操が荊州を平定すると招かれた。当時、曹操の下で官吏の人事職務にあたっていたのは崔琰と毛玠であったが、和洽は清廉さに重きを置くそのやり方を行き過ぎとして批判した。しかし、後に毛玠が讒言にあったときは、曹操に事実関係を調査するよう強く依頼した。曹操が讒言者を庇い、その正体を明らかにすることはなかったが、毛玠は失脚をしたものの免職で済まされた。この間に魏が藩国として建国されたため、王粲・杜襲とともに侍中となっている。曹操が漢中の張魯を征伐したときは、漢中を放棄する策を提言した。曹操はすぐには受け入れなかったが、結局は和洽の進言通り放棄した。その後も和洽は曹丕（文帝）・曹叡（明帝）の下で高官に昇り、西陵郷侯にまでなった。しかし生活は質素であったという。太和年間に、高堂隆と共に政策を論じた記録があり、最終的には太常に昇進している。"
"崔林"	"崔林（さいりん、? - 244年）は、中国後漢末期から三国時代の政治家。魏に仕えた。字は徳儒。冀州清河郡東武城県（山東省武城県）の人。従兄は崔琰。子は崔述・崔随。孫は崔瑋。曾孫は崔悅。三国志魏志に伝がある。晩成型の人物であり、一族からは注目されていなかったが、崔琰だけには評価されていた。曹操が冀州を制圧すると、召し出され邬の長とされたが、貧乏だったため単身徒歩で任地に赴いたという。曹操は、壷関征伐を行なった時「県令・県長の中で最も徳政を行なっている者は誰か」と尋ねた。并州刺史の張陟が崔林の名を答えたため、崔林は曹操に注目され、主簿に採り立てられた。やがて別駕となり、丞相掾属に採り立てられるようになった。魏国が建国されると、御史大夫まで昇進した。曹丕（文帝）の時代になると尚書に昇進し、幽州の地の太守に転任となった。この頃、曹丕の寵臣である呉質が、北方の軍権を握っていたため、刺史や太守達は挙って呉質を敬い顔色を伺っていた。しかし崔林だけはそのような事をせず、淡々と職務を励行していた。涿太守であった王雄が崔林のことを心配し、別駕を通じて注意を促させたが、崔林は異民族対策が急務であるとして、あくまで職務を優先した。このため崔林は治績を挙げていたにもかかわらず、呉質に憎まれ河間太守に左遷されてしまった。この時、世間は崔林に同情したといわれる。彼は河間郡の庶民であった王経を見い出し、世に出られるようにしてやったという。後に中央に戻って大鴻臚となり、外交儀礼の整備やその簡素化に功績があった。曹叡（明帝）の時代には関内侯の爵位を受け、光禄勲・司隷校尉に任じられた。ここでも充分な治績を挙げたため、人々の思慕の対象となった。劉劭の官僚制度についての提言には、崔林も意見を寄せている。237年、司空と司徒が空席となった時、孟康の推挙により三公の後任に推され、司徒・安陽亭侯となり、領邑600戸とされた。因みに、三公と爵位を同時に与えられたのは崔林が最初だという。後に安陽郷侯に昇った。魯国の長から、孔子の祭祀について提案があった時、その取り扱いについて、博士の傅祗と議論になったという。明帝期の間に領邑が分割され、一子が列侯に取り立てられた。244年に死去。崔述が跡を継いだ。"
"張存"	"張 存（ちょう ぞん、生没年不詳）は、中国後漢末期の人物。字は処仁。荊州南陽郡の人。"
"李邵"	"李 邵（り しょう、生年不詳 - 225年）は、後漢末期から三国時代の政治家。字は永南。益州広漢郡の人。"
"王嗣"	"王 嗣（おう し　生没年不詳）は、中国三国時代の政治家・武将。蜀漢に仕えた。字は承宗。益州犍為郡資中県（現在の資陽市）の人。"
"習禎"	"習 禎（しゅう てい、生没年不詳）は、後漢末期から三国時代にかけての政治家。蜀（蜀漢）に仕えた。字は文祥。荊州襄陽郡の人。息子に習忠。妹に龐林の妻（『襄陽記』）。孫に習隆。"
"蒋舒"	"蒋 舒（しょう じょ　生没年不詳）は、中国三国時代の武将。蜀（蜀漢）に仕え、魏軍来襲時に城を開いて降伏し、蜀漢の滅亡を招く一因となった。"
"衛覬"	"衛 覬（えい き、? - 230年）は、中国後漢末期から三国時代の政治家・学者・文化人。字は伯覦。司隷河東郡安邑県（山西省夏県）の人。子は衛瓘・衛寔（字は叔始）。孫は衛恒。曾孫は衛玠。『三国志』魏志21巻に伝がある。若くして頭角を現し曹操に登用され、茂陵令・尚書郎となった。曹操は袁紹と対立すると、荊州の劉表が気がかりであったため、益州の劉璋に使者を送り牽制させようとし、その使者に衛覬を選んた。治書侍御史に任命された衛覬は、長安まで来たところで益州への道が途絶していることを知り、そのまま関中に留まった。また関中の荒廃を見て、荀彧に手紙を送り復興を提言し、曹操の了承を得て整備に尽力した。民力の充実を第一にしたため、関中の軍事的な安定の確立を目指す鍾繇とは、対立することもあった。その後、中央に召還され、官職は尚書にまで昇った。朝廷の古い慣例に詳しいという才を買われ、王粲と共に魏国体制の基礎を築く作業を行なった。曹操が没すると、魏への禅譲の道を開く作業に尽力し、功績があった。曹丕（文帝）の時代も尚書・陽吉亭侯となり活躍し、曹叡（明帝）の時代には聞郷侯となって、領邑600戸を得た。また法の整備を提言し、功績があったという。230年に没し、敬侯と号された。子の衛瓘が爵位を継いだ。『魏官儀』など著作を多く残し、西晋の時代には文筆家として著名を馳せた。また、書体にも精通していたため、後世の書道の世界でも名を知られるようになった。"
"輔匡"	"輔 匡（ほ きょう、生没年不詳）は、中国後漢末期から三国時代にかけての人物。蜀漢の武将。字は元弼。荊州襄陽郡の人。"
"馬斉"	"馬 斉（ば せい、生没年不詳）は、中国後漢末期から三国時代の政治家。字は承伯。益州巴西郡閬中県の人。"
"何宗"	"何 宗（か そう、生没年不詳）は、 中国後漢末期から三国時代の蜀漢にかけての政治家。字は彦英。益州蜀郡郫県の人。子は何双（字は漢偶）。"
"司馬防"	"司馬 防（しば ぼう、149年 - 219年）は、中国後漢末期の政治家。字は建公。司隷河内郡温県の人。曾祖父は司馬鈞。祖父は司馬量。父は司馬雋。子は司馬朗・司馬懿他8人いたが、皆優秀で全員が字に「達」の字を持っていたため「司馬八達」と呼ばれた。曾孫は晋（西晋）の武帝（司馬炎）にあたる。"
"常林"	"常 林（じょう りん、生没年不詳）は、中国後漢末期から三国時代の政治家。河内郡温県の人。字は伯槐。父は常伯先。子は常旹（常時、泰山太守）・常静。『三国志』魏志に伝がある。また、『魏略』清介伝にも伝があったという。寒門出身であったという（『魏略』）。7歳のとき、父の字を呼んだ来客に拝礼をせず、咎められると堂々と理由を述べたため評判になった。長じてからもしばらくは貧しかったが、他人の施しを受けずに太学に行き、経典を修めつつ農耕に従事した（『魏略』）。妻は常林に自ら弁当を運び、常林も妻に対し賓客のように接したという（『魏略』）。河内太守の王匡は董卓打倒の義兵を挙げる一方で、県に書生を派遣し、官民達の罪を調べさせた。そして罪があると財産を没収し、すぐに従わない相手は一族皆殺しの刑に処して、威厳を保とうとした。ある時、常林の叔父が食客を鞭打ちしたことを書生に見咎められ、王匡に逮捕された。常林は叔父を救うため、王匡と同県出身である胡母彪に面会を求め、理を尽くして取り成しを願った。胡母彪は常林の叔父のために王匡に手紙を送り諫めたため、王匡も常林の叔父を釈放した。その後、常林は上党の地に移り、農耕に従事した。干害と蝗害にあったが、常林の田畑だけは豊作だったため、常林は周囲に施しをした。また地元の陳氏と馮氏が張楊の圧迫を受けると、常林は彼らのために計略を立て、張楊の侵略を阻止した。後に、并州刺史であった高幹の上奏により騎都尉に推挙されたが、常林はこれを固辞した。しかしさらに後、曹操が任命した并州刺史の梁習に推挙されたときは、一変してこれに応じ、県長となって南和を統治し、視るべき治績を挙げた。そして博陵太守・幽州刺史にも昇進し、ここでも業績を挙げた。曹丕が五官中郎将となると、功曹に任命された。曹操が西方に遠征しているとき、田銀と蘇伯が反乱を起こし、幽州と冀州を脅かした。曹丕は自らこれを討伐しようとしたが、常林はこれを諌めた。曹丕はその進言を容れ、部下の将軍に討伐を委ねて、田銀達を滅ぼした。この後常林は中央から外に出て、平原太守・魏軍東部都尉となった後、丞相東曹属となった。魏国が建国されると、尚書となった。曹丕（文帝）が即位すると、少府に昇進し、楽陽亭侯に封じられた。常林は小役人を鞭打つことが度々あったため、役所が向かい側にあった大鴻臚の崔林に咎められ、恥じ入ったこともあったという（『魏略』）。後に大司農に転任した。明帝が即位すると、高陽郷侯になった。このとき、盧毓の推挙を受けたという。光禄勲・太常となっている。この頃司馬懿は高官に昇っていたが、常林も同郷の先輩として尊敬されたといわれる。晩年、常林を三公に推挙する意見があったが、常林は重病と称しこれを辞退。83歳で亡くなった。驃騎将軍を追贈され、貞公と諡された。子の常旹が跡を継いだが、泰山太守になったとき罪に問われ、司馬昭に処刑されたという。そのため弟の常静が跡を継いだ。"
"王必"	"王 必（おう ひつ、? - 218年）は、中国後漢末期の軍人・政治家。曹操に仕えた。"
"聶友"	"聶 友（じょう ゆう、? - ?）は、中国三国時代の呉の臣。字は文悌。予章の人。『三国志』諸葛恪伝注に引く『呉録』に略伝がある。"
"胡済"	"胡 済（こ せい、?　－ 景耀4年（261年?））は、中国三国時代の蜀漢の人物。字は偉度。荊州義陽郡の出身。当初は諸葛亮の主簿を務めたという。また諸葛亮の死後は中典軍として軍務に就いた。後に中監軍・前将軍に昇進し、督漢中として漢中に駐留した。延熙19年（256年）には、鎮西大将軍として姜維の北伐に参加した。胡済と姜維は上邽で合流し魏の鄧艾を破る計画を立てたが、胡済自ら計画の通りに合流できず、また鄧艾にも軍の動きを読まれたため攻勢が失敗した。このために姜維は退却するも追撃を受け、段谷で散々に撃ち破られた。戦後、姜維が諸葛亮に倣い失策を認め降格を願い出たが、胡済には降格したとの記述はない。最終的な官位は、右驃騎将軍・兗州刺史。費禕・董允と親交があり、董允伝に名前が見られる。"
"賈範"	"賈 範（か はん、生年不詳 - 238年（景初2年）は、中国三国時代の将軍。晋書に記述がある。遼東の公孫淵配下。公孫淵が魏に叛いた際、綸直らとともにこれを諌めたため怒りを買い、両名とも殺された。司馬懿は公孫淵の反乱を鎮圧すると、賈範らの墓を手厚く祀り、遺嗣を顕した。小説『三国志演義』では第106回に登場する。公孫淵の副将であり、ほぼ同様の顛末を辿っている。"
"鍾毓"	"鍾 毓（しょう いく、? - 263年）は、中国三国時代の魏の臣。字は稚叔、父に鍾繇、弟に鍾劭・鍾会がいる。潁川郡長社（現在の河南省許昌周辺）の人。14歳で散騎侍郎となり、太和初に黄門侍郎に遷った。そして太和4年に父の鍾繇が死去したため、その爵位を継いだ。正始年間には散騎常侍となった。また曹爽が蜀征伐を行った際、苦戦して増援を要請する曹爽に対して撤退を勧めた。しかしその後曹爽からの信頼を失ったため、侍中に左遷された上で、魏郡太守に移った。曹爽の失脚後は中央に復帰して、御史中丞・御中廷尉となった。正元元年に毌丘倹が乱を起こすと、鍾毓は節を持して揚州と豫州の慰撫に当たった。その後尚書となっている。甘露2年には諸葛誕が乱を起こしたため、司馬昭に従って討伐に赴き、その後青州刺史となり後将軍を加官された。さらに都督徐州諸軍事・仮節となった後、都督荊州諸軍事に転じた。景元4年に死去し、車騎将軍を追増され、恵侯と諡した。息子の鍾駿が爵位を継いだ。『三国志演義』には第107回に登場する。鍾会と共に曹丕に謁見する際、8歳であった鍾毓が満面に汗を掻いていたため、「卿何を以て汗するや?」と下聞され、「戦戦惶惶、汗出如漿」と駢文をもって答えた（惶と漿はともに平声陽韻）。しかし、「卿何を以て汗せざるや?」と下聞された7歳の鍾会が、「戦戦慄慄、汗不敢出」と一枚上手の駢文で答えた（慄と出はともに入声で類似韻）ため、人々はかえって鍾会を誉めそやすこととなっている（元になった話は『世説新語』にある。鍾会は225年生まれであり、曹丕の崩御時には2歳であったので、この話は史実ではない）。"
"曹操"	"曹 操（そう そう、永寿元年（155年） - 建安25年1月23日（220年3月15日）は、中国後漢末の武将、政治家。詩人、兵法家としても業績を残した。字は孟徳（もうとく）、幼名は阿瞞また吉利。沛国譙県（現在の安徽省亳州市。また河南省永城市という説もある）の人。後漢の丞相・魏王で、三国時代の魏の基礎を作った。廟号は太祖、謚号は武皇帝。後世では魏の武帝、魏武とも呼ばれる。"
"諸葛亮"	"諸葛 亮（しょかつ りょう）は、中国後漢末期から三国時代の蜀漢の政治家・軍人。字は孔明（こうめい）。司隷校尉諸葛豊の子孫。泰山郡丞諸葛珪の子。諡は忠武侯（ちゅうぶこう）。蜀漢の建国者である劉備の創業を助け、その子の劉禅の丞相としてよく補佐した。伏龍、臥龍とも呼ばれる。今も成都や南陽には諸葛亮を祀る武侯祠があり、多くの観光客が訪れている。妻は黄夫人。子は蜀漢に仕え綿竹（成都付近）で戦死した諸葛瞻。孫には同じく蜀漢に仕え父と共に綿竹で戦死した諸葛尚や、西晋の江州刺史になった諸葛京がいる。親族として従父（叔父）の豫章太守諸葛玄、兄で呉に仕えた諸葛瑾とその息子の諸葛恪、弟で同じく蜀漢に仕えた諸葛均などが知られる。一族には、魏に仕えた諸葛誕などがいる。"
"カイ越"	"蒯 越（かい えつ、? - 214年）は、中国後漢時代末期の政治家、武将。字は異度（いど）。荊州南郡中廬侯国の人。楚漢戦争期の説客である蒯通の子孫。同郷同姓の人である蒯良との関係は不明。"
"ホウ統"	"龐 統（ほう とう、178年 - 213年 もしくは、179年 - 214年）は、中国後漢末期の武将、政治家。劉備に仕えた。字は士元（しげん）。道号は鳳雛。謚は靖侯。荊州襄陽郡（現在の湖北省襄陽市）の出身。「臥竜･臥龍（がりょう）」「伏竜･伏龍（ふくりょう）」と呼ばれた諸葛亮に対して、「鳳雛（ほうすう）」と称せられた。弟は龐林。子は龐宏。従父は龐徳公。族弟は龐山民（妻は諸葛亮の姉）ら。"
"何晏"	"何 晏（か あん、? - 249年）は、中国後漢末期から三国時代の魏の政治家、学者。字は平叔。祖父は何進。父と子の名は不詳。「諸夏侯曹伝」の曹真の伝に付伝されている。"
"司馬師"	"司馬 師（しば し、208年 - 255年）は、中国三国時代の魏の武将、政治家。字は子元。西晋が建つと世宗の廟号、景帝の諡号を贈られた。司馬懿の長子で、司馬昭・司馬幹の同母兄。生母は張春華（宣穆皇后）。"
